Título,Link,Tipo,Data da Publicação,PDF Links
"Tempo do Mundo, Volume 1, Número 1 - Janeiro 2015",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24624,Publicações - Tempo do Mundo/Dinte,05/03/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/150324_rtm_v1_n1.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/150305_rtm_v1__n1_port_cap1.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/150305_rtm_v1__n1_port_cap2.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/150305_rtm_v1__n1_port_cap3.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/150305_rtm_v1__n1_port_cap4.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/rtm/150305_rtm_v1__n1_port_cap5.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Temas relevantes da agenda federativa - Março 2015,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24609,Publicações -Temas relevantes da agenda federativa/Presidência,03/03/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/temasrelevantes/201503-marco-agenda-federativa-ipea.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2015 - março - Número 13 - Diest - A institucionalização das políticas públicas de enfrentamento à violência contra as mulheres no Brasil (versão preliminar),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24608,Publicações - Notas Técnicas/Diest,03/03/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/150302_nt_diest_13.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2048 - Avaliando a Efetividade da Lei Maria da Penha,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24606,Publicações - TDs (todos os anos)/2015,03/03/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2048_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2048k.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Radar - 2015 - Fevereiro - nº 37,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24599,Publicações - Radar/Diset,02/03/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar_37_27022015.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar_37_27022015_cap1.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar_37_27022015_cap2.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar_37_27022015_cap3.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar_37_27022015_cap4.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar_37_27022015_cap5.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Planejamento e Avaliação de Políticas Públicas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24567,Publicações - Livros (todos os anos)/2015,26/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_1_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2043 - Método Raws/Raw Para Estimação Anual da Matriz de Insumo-Produto na Referência 2000 das Contas Nacionais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24561,Publicações - TDs (todos os anos)/2015,26/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2043_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2043.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2033 - Um Mapa Setorial do Emprego e dos Salários a Partir dos Dados da Rais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24562,Publicações - TDs (todos os anos)/2015,26/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2033_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2033h.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2044 - O Deficit Habitacional Intrametropolitano e a Localização de Empreendimentos do Programa Minha Casa Minha Vida: Mensurando Possibilidades de Atendimento,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24563,Publicações - TDs (todos os anos)/2015,26/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2044_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2044b.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2036 - Crescimento da Economia e Mercado de Trabalho no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24548,Publicações - TDs (todos os anos)/2015,25/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2036_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2036.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2042 - Programa Nacional de Crédito Fundiário (PNCF): Uma Avaliação de Seus Impactos Regionais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24551,Publicações - TDs (todos os anos)/2015,25/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2042_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2042a.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 2034 - Cadeia Global de Valor de Couro e calçados: Padrões de Inserção do Brasil, México e Taiwan",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24552,Publicações - TDs (todos os anos)/2015,25/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2034_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_%202034.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 2040 - Monitoramento Estratégico de Políticas Públicas: Requisitos Tecnopolíticos, Proposta Metodológica e Implicações Práticas Para a Alta administração Pública Brasileira",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24553,Publicações - TDs (todos os anos)/2015,25/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2040_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2040.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Estudos da Coordenação de Economia Financeira 2008-2014,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24549,Publicações - Livros (todos os anos)/2015,25/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/150302_web_estudos_da_coordenacao.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
PPA 2012-2015 - Experimentalismo Institucional e Resistência Burocrática,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24547,Publicações - Livros (todos os anos)/2015,25/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_2_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2038 - Casos Reais de Implantação do modelo de Gestão do Conhecimento Para a Administração Pública Brasileira: A Experiência do Governo de Minas Gerais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24502,Publicações - TDs (todos os anos)/2015,20/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2038_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2038.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2039 - Aspectos da atuação Estatal de FHC a Dilma,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24503,Publicações - TDs (todos os anos)/2015,20/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2039_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2039.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2035 - Capacidade Burocrática no Brasil e na Argentina: Quando a Política Faz a Diferença,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24489,Publicações - TDs (todos os anos)/2015,19/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2035_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2035.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2037 - Ajuste Fiscal no Brasil: Os Limites do Possível,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24490,Publicações - TDs (todos os anos)/2015,19/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2037_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2037.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Relatório de Pesquisa - Projeto ""Coleta OGU 2013""",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24483,Publicações - Relatório de Pesquisa/Presidência,19/02/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/relatoriopesquisa/livro_coleta_ogu_2013_web1.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Revista Desafios do Desenvolvimento - edição 81,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24427,Publicações - Revista Desafios/Presidência,05/02/2015,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
TD 2025 - Bem-Estar Social nos Anos 1990 e 2000: Traços Estilizados da História Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24380,Publicações - TDs (todos os anos)/2015,30/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2025_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2025.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicações - PPE - volume 44 - número 2,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24370,Publicações - PPE/Dimac,28/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/161221_ppp47.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Publicações - PPP - número 43,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24369,Publicações - PPP/Dirur,28/01/2015,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
TD 2024 - Breve Histórico Das Mudanças Na Regulação do Trabalho no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24366,Publicações - TDs (todos os anos)/2015,27/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2024_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2024.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 2023 - Relações do Brasil Com a América do Sul Após a Guerra Fria: Política Externa, Integração, Segurança e Energia",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24365,Publicações - TDs (todos os anos)/2015,27/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2023_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_%202023.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2028 - O Financiamento da Agropecuária Brasileira no Período Recente,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24361,Publicações - TDs (todos os anos)/2015,26/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2028_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2028.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2030 - O Sistema Financeiro Globalizado Contemporâneo: Estrutura e Perspectivas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24359,Publicações - TDs (todos os anos)/2015,26/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2030_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2030.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2031 - A Redução da Desigualdade e seus Desafios,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24360,Publicações - TDs (todos os anos)/2015,26/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/Agenda_Publica/td_2031_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/Agenda_Publica/td_2031.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2029 - Regime Macroeconômico e o Projeto Social-Desenvolvimentista,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24358,Publicações - TDs (todos os anos)/2015,26/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2029_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2029.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2026 - A Dívida Pública: O Limiar de Mudanças?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24339,Publicações - TDs (todos os anos)/2015,22/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2026_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2026.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2027 - O Estudo 2010 de Carga Global da Doença: Crítica da Formação da Ponderação dos Indicadores,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24341,Publicações - TDs (todos os anos)/2015,22/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2027_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2027.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Temas relevantes da agenda federativa - Dezembro 2014,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24331,Publicações -Temas relevantes da agenda federativa/Presidência,21/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/agenda_federativa_dezembro.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Temas relevantes da agenda federativa - Novembro 2014,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24330,Publicações -Temas relevantes da agenda federativa/Presidência,21/01/2015,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
Plano de Trabalho Ipea 2015,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31753,Publicações/Dides,20/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/dides/151009_plano_trabalho_2015.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Cátedras para o Desenvolvimento - patronos do Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24312,Publicações - Livros (todos os anos)/2014,16/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/livro_catedras_patrono_brasil_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2022 - A Evolução do Crédito no Brasil entre 2003 e 2010,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24295,Publicações - TDs (todos os anos)/2014,09/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/sumex_TD2022.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td2022.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 2021 - Padrões De Desenvolvimento, Mercado De Trabalho E Proteção Social: A Experiência Brasileira Entre As Décadas Liberal (1990) E Desenvolvimentista (2000)",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24283,Publicações - TDs (todos os anos)/2014,05/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2021_sumex_padroes_de_desenvolvimento.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2021_web_padroes_de_desenv_mercado_de_trabalho.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2020 - Política e Planejamento no Brasil: Balanço Histórico e Propostas ao Plano Plurianual 2016-2019,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24282,Publicações - TDs (todos os anos)/2014,05/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/sumex_2020.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2020_web.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
VI BRICS Academic Forum,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24280,Publicações - Livros (todos os anos)/2014,05/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/livro_forum_brics.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/2009_nt012_marco_dimac.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0183 - Capital Controls and Financial Liberalization: Removing the Ideological Bias in Light of the Contribution of Keynes and Others and the Recent Experience,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24604,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_183.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0192 - Commute Time in Brazil (1992-2009): Differences Between Metropolitan Areas, By Income Levels And Gender",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24447,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_192.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0114 - Fiscal Competition: a Bird's Eye View,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24801,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_114.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0191 - Export Assistance: A Literature Review And Challenges For Future Research,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24446,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_191.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0186 - Estimations od Generic Drug Entry in Brazil using count versus ordered models,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24600,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_186.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0185 - Relevant Market Delineation and Horizontal Merger Simulation: A Unified Approach,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24601,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_185.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0184 - Distributive Aspect of Real Estate Property and its Taxation among Brazilian Families,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24602,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_184.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0182 - Time Series Econometrics in a Post-acquisition Antitrust Analysis: the Brazilian Iron ore Market,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24616,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_182.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0178 - Identification of Affine Term Structure Models with Observed Factors: Economic Shocks on Brazilian Yield Curves,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24626,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_178.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0171 - Macro Factors and the Brazilian Yield Curve with no Arbitrage Models,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24635,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_171.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0169 - Labor, Land and Agricultural Credit Policies and Their Adverse Impacts on Poverty in Brazil",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24637,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_169.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0170 - Cash Benefits to Disabled Persons in Brazil: an Analysis of BPC – Continuous Cash Benefit Programme,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24636,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_170.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0172 - Spatial Stochastic Frontier Models: Accounting for Unobserved Local Determinants of Inefficiency,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24632,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_172.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0168 - Public Capital and Private Investment, a Real Option Approach",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24638,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_168.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0179 - Sheepskin Effects and the Relationship Between Earnings and Education: Analyzing the Evolution Over Time in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24619,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_179.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0181 - Monetary Policy Regimes in Brazil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24617,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_181.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0180 - Comparative Advantage or Economic Policy? Stylized Facts and Reflections on Brazil’s insertion in the world economy – 1994-2005,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24618,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_180.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0048 - Human Resources in the Adjustment Process,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24938,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_48.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"DP 0177 - New Export Activities in Brazil: Comparative Advantage, Policy or Self-discovery?",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24627,Publicações - Discussion Paper (Todos anos)/2015,01/01/2015,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_177.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
